Date,Campaign Name,Total Unique Users,Total Visitors Completed,Impressions,Number of Clicks,Number of Conversions,Advertising Channel,Device Type,OS,Browser,Geographic Location,Start Time of Session,End Time of Session,Platform,Total Cost
2023-02-06,winter_campaign,992,689,4335,4148,492,Search Engine,Tablet,iOS,Firefox,Edmonton,2023-02-06 00:46:26,2023-02-06 04:46:26,Google,583
2023-05-07,spring_campaign,1180,666,2907,2882,205,Search Engine,Tablet,Windows,Firefox,Edmonton,2023-05-07 18:07:01,2023-05-07 21:07:01,Facebook,557
2023-05-31,spring_campaign,1359,431,3013,1029,866,Email Marketing,Desktop,Windows,Chrome,Hamilton,2023-05-31 01:09:25,2023-05-31 02:09:25,Facebook,778
2023-04-21,spring_campaign,1646,594,4180,1211,282,Social Media,Desktop,Android,Safari,Winnipeg,2023-04-21 01:13:30,2023-04-21 06:13:30,Google,365
2023-06-20,summer_campaign,1765,939,1510,513,397,Social Media,Tablet,Windows,Chrome,Vancouver,2023-06-20 19:43:52,2023-06-20 22:43:52,Facebook,158
2023-05-03,spring_campaign,1543,926,2937,2590,1931,Email Marketing,Mobile,iOS,Chrome,Winnipeg,2023-05-03 14:22:27,2023-05-03 18:22:27,Facebook,525
2023-10-17,fall_campaign,603,521,4764,656,14,Email Marketing,Tablet,Windows,Firefox,Edmonton,2023-10-17 02:49:22,2023-10-17 07:49:22,YouTube,614
2023-10-01,fall_campaign,1702,947,4874,2946,2786,Email Marketing,Mobile,Windows,Safari,Calgary,2023-10-01 23:35:19,2023-10-02 02:35:19,Facebook,845
2023-08-04,summer_campaign,792,674,3122,968,534,Social Media,Mobile,iOS,Chrome,Winnipeg,2023-08-04 10:29:28,2023-08-04 13:29:28,YouTube,973
2023-10-11,fall_campaign,1972,1334,2265,1885,591,Email Marketing,Desktop,iOS,Chrome,Winnipeg,2023-10-11 04:02:57,2023-10-11 07:02:57,Google,312
2023-12-03,winter_campaign,617,511,4670,4061,3504,Email Marketing,Desktop,Android,Firefox,Vancouver,2023-12-03 06:55:25,2023-12-03 09:55:25,YouTube,751
2023-04-02,spring_campaign,1253,550,3349,153,59,Search Engine,Tablet,iOS,Safari,Quebec City,2023-04-02 23:34:38,2023-04-03 04:34:38,Google,528
2023-05-01,spring_campaign,608,492,4720,4583,900,Email Marketing,Tablet,Android,Safari,Montreal,2023-05-01 16:40:53,2023-05-01 21:40:53,YouTube,977
2023-04-09,spring_campaign,1342,729,1375,145,82,Search Engine,Mobile,iOS,Safari,Toronto,2023-04-09 17:10:38,2023-04-09 21:10:38,Facebook,761
2023-03-06,spring_campaign,1892,489,2237,2003,381,Search Engine,Tablet,Windows,Firefox,Montreal,2023-03-06 10:27:10,2023-03-06 15:27:10,YouTube,127
2023-02-25,winter_campaign,834,768,2878,243,176,Social Media,Mobile,iOS,Chrome,Calgary,2023-02-25 04:16:59,2023-02-25 05:16:59,YouTube,603
2023-11-20,fall_campaign,1246,1187,2614,1653,207,Email Marketing,Mobile,Windows,Safari,Toronto,2023-11-20 13:13:29,2023-11-20 18:13:29,YouTube,768
2023-11-20,fall_campaign,959,496,4738,3275,1779,Email Marketing,Tablet,iOS,Firefox,Toronto,2023-11-20 00:01:27,2023-11-20 05:01:27,Facebook,614
2023-06-02,summer_campaign,1449,584,2695,1515,308,Social Media,Mobile,Windows,Safari,Quebec City,2023-06-02 10:34:58,2023-06-02 15:34:58,Google,469
2023-06-15,summer_campaign,956,414,4974,827,728,Email Marketing,Desktop,Android,Safari,Hamilton,2023-06-15 19:49:42,2023-06-15 20:49:42,Google,670
2023-12-26,winter_campaign,821,676,4447,1005,86,Email Marketing,Tablet,Windows,Firefox,Toronto,2023-12-26 18:45:08,2023-12-26 22:45:08,YouTube,496
2023-08-14,summer_campaign,990,770,1333,1235,190,Social Media,Tablet,Android,Firefox,Toronto,2023-08-14 19:35:07,2023-08-14 20:35:07,YouTube,156
2023-08-03,summer_campaign,1490,1335,4201,3321,1607,Email Marketing,Tablet,Android,Firefox,Ottawa,2023-08-03 16:43:56,2023-08-03 21:43:56,Google,480
2023-10-14,fall_campaign,1369,552,2025,661,422,Search Engine,Desktop,iOS,Firefox,Montreal,2023-10-14 08:03:13,2023-10-14 10:03:13,YouTube,664
2023-09-17,fall_campaign,1515,638,3316,380,237,Email Marketing,Desktop,iOS,Safari,Edmonton,2023-09-17 13:18:01,2023-09-17 18:18:01,YouTube,144
2023-03-27,spring_campaign,1140,1089,1564,393,225,Search Engine,Mobile,Windows,Safari,Quebec City,2023-03-27 22:46:56,2023-03-27 23:46:56,Google,638
2023-08-31,summer_campaign,1644,926,2358,224,208,Email Marketing,Mobile,iOS,Safari,Calgary,2023-08-31 13:51:27,2023-08-31 16:51:27,Google,923
2023-03-28,spring_campaign,626,585,1272,1232,595,Search Engine,Tablet,Windows,Firefox,Montreal,2023-03-28 01:49:51,2023-03-28 06:49:51,YouTube,982
2023-07-08,summer_campaign,1303,636,2905,1427,806,Email Marketing,Desktop,Windows,Safari,Montreal,2023-07-08 02:14:49,2023-07-08 06:14:49,Facebook,993
2023-01-05,winter_campaign,1486,741,3346,2342,937,Search Engine,Mobile,Android,Firefox,Quebec City,2023-01-05 14:46:39,2023-01-05 18:46:39,YouTube,478
2023-07-18,summer_campaign,612,548,2998,2768,1139,Email Marketing,Tablet,Android,Safari,Toronto,2023-07-18 03:43:10,2023-07-18 08:43:10,Google,494
2023-02-07,winter_campaign,755,411,3841,2983,265,Email Marketing,Desktop,Windows,Firefox,London,2023-02-07 11:23:00,2023-02-07 14:23:00,Facebook,110
2023-09-15,fall_campaign,1175,641,4366,887,690,Search Engine,Tablet,iOS,Safari,Montreal,2023-09-15 00:10:47,2023-09-15 03:10:47,Google,591
2023-09-12,fall_campaign,1936,654,2309,2067,916,Search Engine,Desktop,iOS,Firefox,Quebec City,2023-09-12 05:04:34,2023-09-12 10:04:34,Facebook,808
2023-11-28,fall_campaign,1236,956,2476,651,512,Social Media,Mobile,Android,Safari,Winnipeg,2023-11-28 10:29:13,2023-11-28 12:29:13,Google,935
2023-01-29,winter_campaign,503,455,2539,1847,70,Social Media,Desktop,Android,Chrome,Toronto,2023-01-29 00:21:47,2023-01-29 05:21:47,Google,910
2023-12-06,winter_campaign,1050,437,3962,1269,112,Search Engine,Mobile,Windows,Firefox,Winnipeg,2023-12-06 21:16:58,2023-12-06 23:16:58,Facebook,732
2023-08-09,summer_campaign,1635,1474,1042,430,18,Search Engine,Tablet,Windows,Chrome,Toronto,2023-08-09 23:47:02,2023-08-10 04:47:02,Facebook,1000
2023-11-20,fall_campaign,1093,998,3005,118,53,Social Media,Tablet,iOS,Chrome,Vancouver,2023-11-20 03:52:42,2023-11-20 05:52:42,Facebook,908
2023-04-21,spring_campaign,1479,1001,2665,2409,308,Search Engine,Desktop,iOS,Firefox,London,2023-04-21 05:11:24,2023-04-21 06:11:24,Facebook,783
2023-01-10,winter_campaign,1520,517,2228,1949,971,Email Marketing,Tablet,Windows,Safari,Quebec City,2023-01-10 02:58:37,2023-01-10 07:58:37,Google,578
2023-03-31,spring_campaign,1683,643,3354,894,828,Social Media,Mobile,Android,Firefox,Ottawa,2023-03-31 15:51:07,2023-03-31 17:51:07,Facebook,111
2023-02-06,winter_campaign,1628,751,1112,66,29,Search Engine,Desktop,Windows,Firefox,London,2023-02-06 22:26:47,2023-02-07 01:26:47,Facebook,188
2023-09-07,fall_campaign,969,843,4066,3798,1599,Email Marketing,Mobile,Android,Firefox,Vancouver,2023-09-07 12:08:43,2023-09-07 13:08:43,Facebook,399
2023-12-19,winter_campaign,1796,629,2244,2237,1443,Search Engine,Desktop,iOS,Chrome,Toronto,2023-12-19 12:04:54,2023-12-19 17:04:54,YouTube,222
2023-09-29,fall_campaign,1722,1232,1010,331,183,Social Media,Mobile,iOS,Chrome,Vancouver,2023-09-29 04:30:18,2023-09-29 06:30:18,YouTube,557
2023-07-24,summer_campaign,1306,934,4589,3462,177,Social Media,Desktop,Android,Firefox,Hamilton,2023-07-24 22:37:12,2023-07-25 03:37:12,Google,160
2023-05-22,spring_campaign,709,482,2258,1315,838,Email Marketing,Tablet,iOS,Firefox,Vancouver,2023-05-22 02:42:35,2023-05-22 07:42:35,Google,953
2023-07-31,summer_campaign,1976,1083,4442,1878,116,Email Marketing,Desktop,Windows,Firefox,Ottawa,2023-07-31 15:34:00,2023-07-31 18:34:00,Google,997
2023-07-05,summer_campaign,710,468,4813,2928,436,Search Engine,Desktop,iOS,Chrome,Edmonton,2023-07-05 21:59:50,2023-07-05 22:59:50,Facebook,635
2023-03-28,spring_campaign,1155,1037,3969,1551,53,Search Engine,Desktop,Android,Chrome,Quebec City,2023-03-28 09:49:12,2023-03-28 14:49:12,Google,727
2023-04-25,spring_campaign,1367,1128,4255,2171,987,Search Engine,Tablet,Windows,Firefox,Winnipeg,2023-04-25 21:51:09,2023-04-26 01:51:09,YouTube,512
2023-08-21,summer_campaign,1112,850,2213,1181,409,Email Marketing,Tablet,Android,Chrome,London,2023-08-21 08:44:22,2023-08-21 09:44:22,Google,715
2023-10-24,fall_campaign,577,475,3564,778,308,Email Marketing,Desktop,Android,Chrome,Ottawa,2023-10-24 01:58:14,2023-10-24 06:58:14,Google,134
2023-05-25,spring_campaign,1075,808,4756,3974,1615,Social Media,Tablet,Android,Safari,Calgary,2023-05-25 07:05:54,2023-05-25 10:05:54,Google,886
2023-03-07,spring_campaign,861,584,3463,1230,1208,Email Marketing,Desktop,Windows,Firefox,Hamilton,2023-03-07 03:33:22,2023-03-07 07:33:22,YouTube,406
2023-02-01,winter_campaign,1181,876,4499,629,248,Social Media,Desktop,Windows,Firefox,Hamilton,2023-02-01 04:22:41,2023-02-01 07:22:41,YouTube,535
2023-10-08,fall_campaign,1214,1077,1956,1454,738,Search Engine,Desktop,Windows,Safari,Hamilton,2023-10-08 08:52:47,2023-10-08 11:52:47,Facebook,699
2023-02-05,winter_campaign,1635,610,2277,1371,1048,Social Media,Mobile,Android,Chrome,Vancouver,2023-02-05 06:58:32,2023-02-05 07:58:32,YouTube,254
2023-03-17,spring_campaign,819,694,2821,1809,271,Search Engine,Desktop,Android,Safari,Edmonton,2023-03-17 15:32:33,2023-03-17 20:32:33,Facebook,292
2023-11-28,fall_campaign,1226,927,3913,2408,825,Search Engine,Mobile,Windows,Firefox,Ottawa,2023-11-28 00:58:42,2023-11-28 05:58:42,Google,716
2023-07-29,summer_campaign,1958,780,4612,624,582,Email Marketing,Mobile,Windows,Safari,Vancouver,2023-07-29 14:57:53,2023-07-29 16:57:53,Facebook,774
2023-10-24,fall_campaign,1051,793,4723,1238,7,Social Media,Mobile,iOS,Chrome,Edmonton,2023-10-24 09:02:43,2023-10-24 11:02:43,Facebook,954
2023-08-01,summer_campaign,573,409,3800,1411,556,Email Marketing,Mobile,iOS,Firefox,Toronto,2023-08-01 09:22:27,2023-08-01 13:22:27,YouTube,471
2023-05-16,spring_campaign,839,429,1272,50,13,Social Media,Tablet,Windows,Firefox,Montreal,2023-05-16 20:11:31,2023-05-17 01:11:31,Facebook,775
2023-06-25,summer_campaign,1798,1554,3133,577,110,Social Media,Tablet,Windows,Firefox,Vancouver,2023-06-25 00:51:07,2023-06-25 04:51:07,YouTube,482
2023-02-07,winter_campaign,1099,506,3397,1599,1048,Search Engine,Tablet,iOS,Safari,Calgary,2023-02-07 03:09:50,2023-02-07 05:09:50,Google,419
2023-05-10,spring_campaign,894,792,3431,155,16,Search Engine,Desktop,iOS,Safari,Hamilton,2023-05-10 15:22:32,2023-05-10 17:22:32,YouTube,647
2023-03-03,spring_campaign,1324,885,1134,156,147,Email Marketing,Mobile,iOS,Safari,Edmonton,2023-03-03 18:23:12,2023-03-03 21:23:12,YouTube,335
2023-01-15,winter_campaign,1542,1343,1846,78,15,Search Engine,Mobile,Android,Safari,Calgary,2023-01-15 10:10:57,2023-01-15 15:10:57,Facebook,351
2023-07-26,summer_campaign,1776,1380,3716,444,304,Email Marketing,Mobile,Windows,Safari,Hamilton,2023-07-26 07:06:59,2023-07-26 11:06:59,YouTube,561
2023-04-03,spring_campaign,1329,507,2328,707,265,Search Engine,Tablet,Windows,Firefox,Quebec City,2023-04-03 21:22:02,2023-04-04 00:22:02,Google,569
2023-09-22,fall_campaign,1866,401,3544,1904,604,Social Media,Desktop,iOS,Safari,Calgary,2023-09-22 08:06:07,2023-09-22 10:06:07,YouTube,865
2023-10-14,fall_campaign,1094,947,1025,963,468,Social Media,Mobile,Windows,Chrome,Calgary,2023-10-14 15:01:31,2023-10-14 20:01:31,Google,780
2023-06-21,summer_campaign,1863,600,3033,866,523,Social Media,Desktop,Windows,Safari,Winnipeg,2023-06-21 15:30:46,2023-06-21 18:30:46,Facebook,730
2023-11-28,fall_campaign,621,428,3455,1504,837,Search Engine,Desktop,iOS,Chrome,Vancouver,2023-11-28 09:39:21,2023-11-28 10:39:21,Google,459
2023-10-21,fall_campaign,1627,937,4727,2982,1864,Social Media,Tablet,iOS,Chrome,Ottawa,2023-10-21 00:35:43,2023-10-21 02:35:43,Google,282
2023-11-20,fall_campaign,815,684,3661,1147,143,Social Media,Desktop,iOS,Chrome,Winnipeg,2023-11-20 22:08:37,2023-11-21 02:08:37,YouTube,562
2023-09-16,fall_campaign,1283,413,3737,2709,131,Social Media,Tablet,Android,Safari,Hamilton,2023-09-16 10:25:31,2023-09-16 13:25:31,Facebook,423
2023-08-08,summer_campaign,1215,420,4514,845,812,Email Marketing,Desktop,Android,Chrome,Winnipeg,2023-08-08 17:35:48,2023-08-08 19:35:48,Google,527
2023-11-26,fall_campaign,1628,704,3156,905,769,Social Media,Mobile,iOS,Chrome,Edmonton,2023-11-26 19:13:44,2023-11-26 22:13:44,Facebook,501
2023-01-18,winter_campaign,1039,763,1790,190,99,Email Marketing,Tablet,iOS,Firefox,Winnipeg,2023-01-18 11:00:39,2023-01-18 12:00:39,YouTube,556
2023-12-06,winter_campaign,1504,901,1203,569,449,Social Media,Desktop,Windows,Firefox,Toronto,2023-12-06 03:50:26,2023-12-06 06:50:26,Facebook,138
2023-01-20,winter_campaign,1386,694,4383,1965,1434,Search Engine,Desktop,Android,Firefox,Calgary,2023-01-20 05:32:04,2023-01-20 09:32:04,Facebook,104
2023-05-26,spring_campaign,706,587,3586,3129,2723,Social Media,Mobile,iOS,Chrome,Ottawa,2023-05-26 02:55:10,2023-05-26 07:55:10,YouTube,193
2023-08-12,summer_campaign,1822,601,4255,177,58,Email Marketing,Desktop,Android,Safari,Montreal,2023-08-12 20:44:33,2023-08-12 22:44:33,Facebook,365
2023-08-18,summer_campaign,1344,1321,2122,871,568,Email Marketing,Mobile,Windows,Chrome,Edmonton,2023-08-18 22:33:07,2023-08-19 03:33:07,YouTube,608
2023-10-15,fall_campaign,699,476,2970,1555,1498,Social Media,Tablet,iOS,Firefox,Vancouver,2023-10-15 14:09:33,2023-10-15 15:09:33,Facebook,137
2023-08-08,summer_campaign,615,513,1753,278,54,Social Media,Mobile,Windows,Safari,Calgary,2023-08-08 04:13:04,2023-08-08 09:13:04,YouTube,501
2023-01-22,winter_campaign,978,667,2158,1627,996,Email Marketing,Tablet,Android,Safari,Winnipeg,2023-01-22 00:53:41,2023-01-22 02:53:41,Facebook,768
2023-10-15,fall_campaign,840,603,1264,253,239,Social Media,Mobile,Windows,Firefox,Vancouver,2023-10-15 08:43:58,2023-10-15 10:43:58,YouTube,763
2023-10-08,fall_campaign,1429,440,1594,867,378,Social Media,Desktop,Android,Safari,Edmonton,2023-10-08 03:23:24,2023-10-08 08:23:24,Facebook,638
2023-09-03,fall_campaign,687,639,4790,2466,531,Social Media,Mobile,Android,Safari,Ottawa,2023-09-03 00:36:57,2023-09-03 05:36:57,Facebook,911
2023-09-25,fall_campaign,1317,719,1726,1316,512,Search Engine,Desktop,iOS,Firefox,Edmonton,2023-09-25 03:04:44,2023-09-25 05:04:44,YouTube,703
2023-05-04,spring_campaign,1533,1051,1927,1232,684,Search Engine,Desktop,iOS,Chrome,Vancouver,2023-05-04 01:59:09,2023-05-04 04:59:09,Facebook,589
2023-09-21,fall_campaign,1883,1029,4629,1791,847,Social Media,Tablet,Android,Chrome,Quebec City,2023-09-21 16:13:17,2023-09-21 21:13:17,Google,750
2023-04-19,spring_campaign,1955,1355,4104,944,39,Social Media,Tablet,iOS,Chrome,Quebec City,2023-04-19 07:56:47,2023-04-19 12:56:47,Facebook,204
2023-07-08,summer_campaign,566,496,3652,2002,1678,Search Engine,Tablet,Android,Safari,Ottawa,2023-07-08 22:11:38,2023-07-09 03:11:38,Google,797
2023-05-05,spring_campaign,1808,595,3806,3465,1526,Search Engine,Mobile,iOS,Safari,Montreal,2023-05-05 22:15:18,2023-05-06 00:15:18,YouTube,583
2023-07-06,summer_campaign,881,751,3469,3287,1838,Email Marketing,Tablet,Windows,Firefox,Quebec City,2023-07-06 20:49:36,2023-07-06 22:49:36,Google,209
2023-07-19,summer_campaign,1148,1030,2858,2287,1623,Social Media,Mobile,Windows,Safari,Quebec City,2023-07-19 10:58:29,2023-07-19 14:58:29,Facebook,885
2023-04-03,spring_campaign,1929,1115,1351,250,45,Social Media,Mobile,Android,Safari,Ottawa,2023-04-03 02:07:49,2023-04-03 04:07:49,Facebook,630
2023-05-12,spring_campaign,712,688,2191,2077,215,Email Marketing,Tablet,Windows,Safari,London,2023-05-12 15:26:34,2023-05-12 18:26:34,YouTube,967
2023-04-16,spring_campaign,1440,1188,3775,613,217,Social Media,Tablet,Windows,Safari,London,2023-04-16 08:45:34,2023-04-16 13:45:34,YouTube,203
2023-07-15,summer_campaign,1573,627,4715,1950,800,Social Media,Desktop,Windows,Firefox,Montreal,2023-07-15 23:12:34,2023-07-16 03:12:34,Facebook,864
2023-12-14,winter_campaign,1924,1809,1241,1053,149,Search Engine,Desktop,iOS,Firefox,Winnipeg,2023-12-14 04:57:04,2023-12-14 06:57:04,YouTube,378
2023-04-09,spring_campaign,536,515,4678,888,780,Search Engine,Desktop,iOS,Chrome,Edmonton,2023-04-09 04:15:07,2023-04-09 08:15:07,Google,374
2023-06-05,summer_campaign,608,458,2557,1257,816,Social Media,Tablet,Windows,Safari,London,2023-06-05 03:29:59,2023-06-05 04:29:59,Google,276
2023-10-03,fall_campaign,1686,1191,2938,2431,219,Social Media,Desktop,Android,Chrome,Montreal,2023-10-03 03:52:29,2023-10-03 07:52:29,Google,511
2023-07-04,summer_campaign,638,482,2974,1229,43,Social Media,Desktop,Android,Safari,Ottawa,2023-07-04 17:17:07,2023-07-04 19:17:07,Facebook,716
2023-09-08,fall_campaign,1787,424,3838,1025,350,Search Engine,Mobile,iOS,Firefox,London,2023-09-08 20:42:55,2023-09-09 00:42:55,YouTube,936
2023-09-25,fall_campaign,1773,778,2449,1680,960,Email Marketing,Desktop,iOS,Firefox,Calgary,2023-09-25 20:23:19,2023-09-26 01:23:19,Facebook,849
2023-10-21,fall_campaign,1482,664,1475,1061,296,Search Engine,Mobile,iOS,Firefox,Edmonton,2023-10-21 16:54:50,2023-10-21 19:54:50,YouTube,434
2023-11-15,fall_campaign,1431,1405,4523,4092,1891,Search Engine,Tablet,Windows,Chrome,Hamilton,2023-11-15 12:35:36,2023-11-15 16:35:36,Facebook,439
2023-12-31,winter_campaign,861,756,4683,3225,1932,Social Media,Tablet,Windows,Chrome,London,2023-12-31 10:20:21,2023-12-31 15:20:21,Facebook,395
2023-10-22,fall_campaign,1399,935,2294,984,375,Social Media,Mobile,Windows,Firefox,Calgary,2023-10-22 16:38:07,2023-10-22 19:38:07,Google,296
2023-05-21,spring_campaign,1197,1111,2321,95,27,Social Media,Desktop,iOS,Safari,Quebec City,2023-05-21 01:30:20,2023-05-21 04:30:20,Google,540
2023-09-08,fall_campaign,795,606,2199,297,289,Search Engine,Tablet,iOS,Safari,Quebec City,2023-09-08 21:06:48,2023-09-09 00:06:48,Facebook,306
2023-01-23,winter_campaign,659,488,2207,1821,775,Email Marketing,Desktop,Windows,Safari,Toronto,2023-01-23 13:37:24,2023-01-23 18:37:24,Facebook,958
2023-09-09,fall_campaign,1931,1171,2796,1231,513,Email Marketing,Desktop,iOS,Firefox,Ottawa,2023-09-09 14:42:15,2023-09-09 18:42:15,Facebook,698
2023-09-05,fall_campaign,1857,470,3825,2662,206,Social Media,Mobile,Windows,Safari,Toronto,2023-09-05 05:51:56,2023-09-05 07:51:56,YouTube,689
2023-03-04,spring_campaign,618,456,1478,1345,1233,Social Media,Mobile,iOS,Chrome,Ottawa,2023-03-04 20:40:00,2023-03-04 21:40:00,Google,162
2023-06-19,summer_campaign,1707,451,2923,117,114,Social Media,Tablet,Android,Chrome,Winnipeg,2023-06-19 13:55:37,2023-06-19 17:55:37,YouTube,180
2023-02-22,winter_campaign,986,623,4972,4574,4527,Social Media,Tablet,iOS,Chrome,Montreal,2023-02-22 16:38:56,2023-02-22 17:38:56,YouTube,994
2023-08-30,summer_campaign,1632,782,3601,2294,1291,Social Media,Mobile,Windows,Firefox,Calgary,2023-08-30 19:42:26,2023-08-31 00:42:26,Google,587
2023-08-09,summer_campaign,1792,1614,4428,672,417,Email Marketing,Tablet,Android,Safari,Hamilton,2023-08-09 00:25:31,2023-08-09 03:25:31,YouTube,727
2023-01-03,winter_campaign,1397,1083,1513,1330,514,Social Media,Desktop,iOS,Safari,London,2023-01-03 12:56:01,2023-01-03 15:56:01,Facebook,973
2023-08-29,summer_campaign,1442,947,4149,629,576,Social Media,Mobile,iOS,Safari,Montreal,2023-08-29 22:18:16,2023-08-30 03:18:16,Google,575
2023-09-25,fall_campaign,829,533,3023,1706,165,Search Engine,Desktop,iOS,Safari,Calgary,2023-09-25 01:59:08,2023-09-25 06:59:08,Facebook,551
2023-02-05,winter_campaign,681,661,1238,304,11,Email Marketing,Mobile,iOS,Safari,Hamilton,2023-02-05 00:47:48,2023-02-05 02:47:48,Facebook,212
2023-03-19,spring_campaign,550,434,3896,195,175,Search Engine,Mobile,iOS,Safari,Edmonton,2023-03-19 14:58:10,2023-03-19 19:58:10,Facebook,122
2023-08-22,summer_campaign,847,785,2061,1396,1107,Search Engine,Mobile,Windows,Safari,Edmonton,2023-08-22 11:08:23,2023-08-22 16:08:23,Facebook,473
2023-06-29,summer_campaign,1341,1226,3348,1862,877,Social Media,Tablet,Windows,Firefox,Ottawa,2023-06-29 18:33:00,2023-06-29 22:33:00,YouTube,154
2023-09-29,fall_campaign,1787,1522,2557,1235,1228,Email Marketing,Tablet,iOS,Firefox,Quebec City,2023-09-29 09:27:55,2023-09-29 12:27:55,YouTube,182
2023-12-08,winter_campaign,1623,428,4609,1596,563,Social Media,Tablet,iOS,Safari,Winnipeg,2023-12-08 00:25:48,2023-12-08 05:25:48,YouTube,848
2023-02-20,winter_campaign,1589,1119,1492,1292,808,Social Media,Desktop,Android,Firefox,Hamilton,2023-02-20 05:50:54,2023-02-20 08:50:54,Facebook,578
2023-12-12,winter_campaign,1066,915,4114,101,37,Email Marketing,Mobile,Windows,Chrome,Toronto,2023-12-12 11:24:01,2023-12-12 16:24:01,Google,872
2023-04-16,spring_campaign,930,844,1249,146,77,Email Marketing,Desktop,Android,Chrome,London,2023-04-16 09:23:34,2023-04-16 12:23:34,YouTube,268
2023-01-05,winter_campaign,1897,1494,4236,2414,253,Social Media,Mobile,Android,Firefox,Vancouver,2023-01-05 13:15:01,2023-01-05 18:15:01,Facebook,266
2023-02-22,winter_campaign,674,609,2259,554,476,Search Engine,Tablet,Windows,Firefox,Hamilton,2023-02-22 13:52:00,2023-02-22 16:52:00,Facebook,556
2023-08-13,summer_campaign,1160,687,2994,601,462,Email Marketing,Desktop,Android,Firefox,Quebec City,2023-08-13 13:16:55,2023-08-13 18:16:55,YouTube,676
2023-05-29,spring_campaign,1253,1004,1156,688,277,Email Marketing,Tablet,Android,Chrome,Quebec City,2023-05-29 10:30:42,2023-05-29 13:30:42,YouTube,286
